퀴즈. 상하이는 중국에서 가장 오래된 도시 중 하나로 많은 유적지가 남아 있다.,해설. 상하이는 중국의 현대 도시로 유적지보다는 현대적인 발전과 고층 건물로 유명하다. 중국에서 가장 오래된 도시는 베이징이나 시안 등이 있다.
퀴즈. 상하이는 전통적인 중국 차 문화를 중심으로 유명하다.,해설. 상하이는 현대적인 도시 문화와 상업 중심지로 더 유명하며 차 문화는 주로 다른 지역 {ex)우이산 지역에서 유명하다.}
퀴즈. 상하이의 대표적인 축제는 매년 10월에 열리는 '중국 전통 문화 축제'이다.,해설. 상하이의 대표적인 축제 중 하나는 '상하이 국제 영화제'와 같은 현대적인 행사이다. ('중국 전통 문화 축제'는 상하이의 주요 축제가 아니다.)
퀴즈. 상하이의 유명한 관광지인 ‘유동루’는 전통적인 중국 정원이다.,해설. '유동루'는 상하이의 현대적인 상업 중심지인 '유동'을 말하는 것이며 전통적인 중국 정원은 아니다. 전통적인 정원은 주로 상하이의 ‘위안시 정원’ 같은 곳에 있다.
퀴즈. 상하이의 전통적인 무용은 ‘카부키’이다.,해설. ‘카부키’는 일본의 전통적인 무용이므로 상하이의 전통적인 무용은 ‘상하이 오페라’와 같은 중국 전통 무용입니다.
퀴즈. 상하이에는 중국 전통 음악을 연주하는 유명한 공연장이 없다.,해설. 상하이에는 중국 전통 음악을 연주하는 유명한 공연장으로 ‘상하이 음악당’ 등이 있다.
퀴즈. 상하이의 대표적인 음식 중 하나인 ‘쭝지안’은 해산물 요리이다.,해설. ‘쭝지안’(중화권 전통 밀가루 요리)는 해산물 요리가 아니라 다양한 속재료가 포함된 만두이다. 상하이에서는 ‘상하이 샤오롱바오’ 같은 해산물 요리가 더 유명하다.
퀴즈. 상하이의 대표적인 건축물인 ‘동방명주’는 고대 중국 건축 양식을 반영한 것이다.,해설. ‘동방명주’(동방명주탑)는 현대적인 건축물로 전통적인 중국 건축 양식이 아닌 현대적 디자인을 특징으로 한다.
퀴즈. 상하이의 주요 미술관인 ‘상하이 미술관’은 현대 미술에 초점을 맞추고 있다.,해설. 상하이 미술관은 현대 미술뿐만 아니라 전통 미술에도 관심을 갖고 있으며 현대 미술에만 초점을 맞추는 것은 아니다.
퀴즈. 상하이의 전통 의상은 '기모노'로 일본에서 유래된 것이다.,해설. ‘기모노’는 일본의 전통 의상으로 상하이의 전통 의상은 중국의 전통 의상인 '차오푸'와 같은 것이다.
