퀴즈. 샤오롱바오(Xiaolongbao)는 상하이에서 튀겨서 먹는 만두이다.,해설. 샤오롱바오는 찐 만두로 얇은 피 속에 육즙이 가득 찬 돼지고기 소를 넣어 쪄낸 딤섬입니다. 튀긴 만두가 아닙니다.
퀴즈. 상하이의 음식은 주로 매우 맵고 짠 맛이 특징이다.,해설. 상하이 음식은 맵고 짠 맛보다는 달콤하고 짭짤한 맛이 특징입니다. 설탕과 간장을 자주 사용하여 부드럽고 풍미 있는 맛을 냅니다.
퀴즈. 상하이에서는 보통 샤브샤브에 소고기만 사용한다.,해설. 상하이의 샤브샤브(훠궈)에는 소고기뿐만 아니라 양고기 해산물 야채 등 다양한 재료가 사용됩니다.
퀴즈. 상하이의 간식인 '츠마 라면(Ci Ma La Mian)'은 차가운 국물로 제공된다.,해설. 츠마 라면은 뜨거운 국물로 제공되는 매운 국수 요리로 차가운 국물은 아닙니다. 
퀴즈. 상하이의 전통 요리인 '사오싱 치킨(Shaoxing Chicken)'은 닭을 생으로 제공하는 음식이다.,해설. 사오싱 치킨은 닭을 삶아서 사오싱 와인으로 맛을 낸 요리로 생으로 제공되지 않습니다.
퀴즈. 상하이에서는 생선을 주로 튀겨서 먹는 것을 선호하지 않는다.,해설. 상하이 요리에서는 생선을 튀겨서 요리하는 방식도 많이 사용합니다. 예를 들어 생선을 튀겨 새콤달콤한 소스를 얹어내는 요리가 있습니다.
퀴즈. '쑤자오(Su Zao)'는 상하이의 짭짤한 팬케이크이다.,해설. 쑤자오는 상하이의 전통적인 달콤한 간식으로 주로 파이처럼 만들어지며 바삭한 식감과 달콤한 맛이 특징입니다. 짭짤하지 않습니다.
퀴즈. 상하이에서는 새우를 사용한 요리를 거의 먹지 않는다.,해설. 상하이에서는 새우를 포함한 해산물을 많이 사용하며 새우 요리도 매우 인기가 많습니다.
퀴즈. '훠궈(Huoguo)'는 상하이에서 가장 인기 없는 요리 중 하나이다.,해설. 훠궈(중국식 샤브샤브)는 상하이에서도 매우 인기 있는 요리입니다. 다양한 재료를 육수에 익혀 먹는 방식이 사람들에게 큰 인기를 끌고 있습니다.
퀴즈. 상하이의 음식은 대부분 기름진 소스를 사용하지 않는다.,해설. 상하이 음식에서는 기름진 소스가 자주 사용됩니다. 특히 돼지고기 요리나 해산물 요리에서 달콤하고 윤기 나는 소스를 많이 사용합니다.
