퀴즈. 상하이에서 가장 유명한 쇼핑거리는 ‘난징로’이다.,해설. 해설 1
퀴즈. 상하이에서는 매년 7월1일에 공산당 창립 기념일을 크게 행사를 진행한다. ,해설. 해설 2
퀴즈.상하이에서 가장 유명한 전통 음식은 ‘상하이 샤오롱바오(소롱포)’ 가 있다. ,해설. 해설 3
퀴즈. 상하이의 '제중원'은 현재의 상하이교통대학의 전신으로 중국에서 첫 번째로 설립된 서양식 병원이다.,해설. 해설 4
퀴즈. 상하이는 매년 ‘상하이 국제 영화제’를 개최한다. ,해설. 해설 5
퀴즈. 상하이에서 ‘상하이 대극장’은 주로 현대 무용과 오페라 공연을 주로 개최한다.,해설. 해설 6
퀴즈. 전통적인 중국의 건축 양식을 볼수 있는 곳이 상하이에 존재한다.,해설. 해설 7
"퀴즈. 상하이의 '진마오 타워'는 도시의 가장 높은 건물 중 하나로, 관람 데크가 있다.",해설. 해설 8
퀴즈. 상하이에서는 매년 '중국 국제 패션 쇼'가 열린다.,해설. 해설 9
퀴즈. 상하이의 '유원'은 중국에서 가장 오래된 전통 정원 중 하나이다.,해설. 해설 10
